method,target_number,guesses
Ternary Search,59,6
Ternary Search,63,7
Ternary Search,47,6
Ternary Search,38,5
Ternary Search,60,7
Ternary Search,88,5
Ternary Search,74,5
Ternary Search,7,6
Ternary Search,58,5
Ternary Search,37,6
Ternary Search,22,6
Ternary Search,67,8
Ternary Search,4,3
Ternary Search,2,5
Ternary Search,17,6
Ternary Search,51,6
Ternary Search,76,6
Ternary Search,44,6
Ternary Search,42,6
Ternary Search,63,7
Ternary Search,72,6
Ternary Search,71,3
Ternary Search,82,7
Ternary Search,71,3
Ternary Search,28,7
Ternary Search,83,6
Ternary Search,32,8
Ternary Search,61,4
Ternary Search,18,7
Ternary Search,37,6
Ternary Search,50,7
Ternary Search,5,5
Ternary Search,44,6
Ternary Search,37,6
Ternary Search,70,9
Ternary Search,95,7
Ternary Search,74,5
Ternary Search,63,7
Ternary Search,45,7
Ternary Search,22,6
Ternary Search,57,6
Ternary Search,87,9
Ternary Search,71,3
Ternary Search,15,6
Ternary Search,7,6
Ternary Search,40,7
Ternary Search,76,6
Ternary Search,67,8
Ternary Search,84,8
Ternary Search,26,7
Ternary Search,3,6
Ternary Search,44,6
Ternary Search,1,4
Ternary Search,65,7
Ternary Search,18,7
Ternary Search,22,6
Ternary Search,90,8
Ternary Search,46,4
Ternary Search,17,6
Ternary Search,89,7
Ternary Search,9,6
Ternary Search,61,4
Ternary Search,60,7
Ternary Search,65,7
Ternary Search,89,7
Ternary Search,73,7
Ternary Search,64,5
Ternary Search,19,3
Ternary Search,14,4
Ternary Search,58,5
Ternary Search,74,5
Ternary Search,91,9
Ternary Search,81,4
Ternary Search,55,9
Ternary Search,72,6
Ternary Search,61,4
Ternary Search,86,8
Ternary Search,67,8
Ternary Search,26,7
Ternary Search,74,5
Ternary Search,28,7
Ternary Search,86,8
Ternary Search,79,8
Ternary Search,90,8
Ternary Search,12,5
Ternary Search,76,6
Ternary Search,98,9
Ternary Search,80,9
Ternary Search,61,4
Ternary Search,78,7
Ternary Search,16,5
Ternary Search,17,6
Ternary Search,71,3
Ternary Search,100,11
Ternary Search,57,6
Ternary Search,16,5
Ternary Search,23,7
Ternary Search,35,5
Ternary Search,4,3
Ternary Search,94,9
Ternary Search,99,10
Ternary Search,45,7
Ternary Search,73,7
Ternary Search,43,5
Ternary Search,57,6
Ternary Search,25,6
Ternary Search,51,6
Ternary Search,53,7
Ternary Search,5,5
Ternary Search,38,5
Ternary Search,44,6
Ternary Search,73,7
Ternary Search,88,5
Ternary Search,86,8
Ternary Search,46,4
Ternary Search,48,7
Ternary Search,42,6
Ternary Search,87,9
Ternary Search,93,8
Ternary Search,15,6
Ternary Search,28,7
Ternary Search,57,6
Ternary Search,32,8
Ternary Search,57,6
Ternary Search,55,9
Ternary Search,1,4
Ternary Search,28,7
Ternary Search,27,5
Ternary Search,84,8
Ternary Search,68,7
Ternary Search,70,9
Ternary Search,4,3
Ternary Search,91,9
Ternary Search,99,10
Ternary Search,8,5
Ternary Search,53,7
Ternary Search,50,7
Ternary Search,53,7
Ternary Search,24,4
Ternary Search,60,7
Ternary Search,39,6
Ternary Search,11,2
Ternary Search,6,4
Ternary Search,27,5
Ternary Search,88,5
Ternary Search,76,6
Ternary Search,93,8
Ternary Search,4,3
Ternary Search,53,7
Ternary Search,37,6
Ternary Search,95,7
Ternary Search,30,8
Ternary Search,96,9
Ternary Search,86,8
Ternary Search,31,7
Ternary Search,48,7
Ternary Search,43,5
Ternary Search,55,9
Ternary Search,76,6
Ternary Search,73,7
Ternary Search,5,5
Ternary Search,65,7
Ternary Search,88,5
Ternary Search,61,4
Ternary Search,24,4
Ternary Search,92,6
Ternary Search,88,5
Ternary Search,84,8
Ternary Search,29,6
Ternary Search,10,7
Ternary Search,45,7
Ternary Search,92,6
Ternary Search,58,5
Ternary Search,83,6
Ternary Search,23,7
Ternary Search,95,7
Ternary Search,48,7
Ternary Search,23,7
Ternary Search,97,8
Ternary Search,43,5
Ternary Search,1,4
Ternary Search,46,4
Ternary Search,1,4
Ternary Search,84,8
Ternary Search,69,8
Ternary Search,73,7
Ternary Search,9,6
Ternary Search,16,5
Ternary Search,40,7
Ternary Search,100,11
Ternary Search,11,2
Ternary Search,82,7
Ternary Search,19,3
Ternary Search,6,4
Ternary Search,10,7
Ternary Search,23,7
Ternary Search,96,9
Ternary Search,18,7
Ternary Search,20,6
Ternary Search,54,8
Ternary Search,55,9
Ternary Search,91,9
Ternary Search,79,8
Ternary Search,56,2
Ternary Search,83,6
Ternary Search,39,6
Ternary Search,76,6
Ternary Search,25,6
Ternary Search,25,6
Ternary Search,72,6
Ternary Search,99,10
Ternary Search,9,6
Ternary Search,37,6
Ternary Search,57,6
Ternary Search,24,4
Ternary Search,83,6
Ternary Search,7,6
Ternary Search,50,7
Ternary Search,58,5
Ternary Search,39,6
Ternary Search,20,6
Ternary Search,85,7
Ternary Search,62,6
Ternary Search,12,5
Ternary Search,75,7
Ternary Search,15,6
Ternary Search,92,6
Ternary Search,15,6
Ternary Search,47,6
Ternary Search,88,5
Ternary Search,80,9
Ternary Search,13,6
Ternary Search,81,4
Ternary Search,12,5
Ternary Search,22,6
Ternary Search,87,9
Ternary Search,55,9
Ternary Search,37,6
Ternary Search,19,3
Ternary Search,19,3
Ternary Search,47,6
Ternary Search,73,7
Ternary Search,93,8
Ternary Search,52,8
Ternary Search,36,4
Ternary Search,12,5
Ternary Search,91,9
Ternary Search,18,7
Ternary Search,68,7
Ternary Search,66,6
Ternary Search,16,5
Ternary Search,63,7
Ternary Search,13,6
Ternary Search,35,5
Ternary Search,75,7
Ternary Search,59,6
Ternary Search,72,6
Ternary Search,98,9
Ternary Search,52,8
Ternary Search,65,7
Ternary Search,79,8
Ternary Search,28,7
Ternary Search,46,4
Ternary Search,94,9
Ternary Search,46,4
Ternary Search,52,8
Ternary Search,56,2
Ternary Search,65,7
Ternary Search,76,6
Ternary Search,38,5
Ternary Search,46,4
Ternary Search,89,7
Ternary Search,42,6
Ternary Search,35,5
Ternary Search,54,8
Ternary Search,59,6
Ternary Search,88,5
Ternary Search,18,7
Ternary Search,50,7
Ternary Search,18,7
Ternary Search,99,10
Ternary Search,3,6
Ternary Search,93,8
Ternary Search,96,9
Ternary Search,55,9
Ternary Search,27,5
Ternary Search,92,6
Ternary Search,71,3
Ternary Search,79,8
Ternary Search,73,7
Ternary Search,3,6
Ternary Search,19,3
Ternary Search,67,8
Ternary Search,84,8
Ternary Search,96,9
Ternary Search,9,6
Ternary Search,59,6
Ternary Search,20,6
Ternary Search,20,6
Ternary Search,57,6
Ternary Search,51,6
Ternary Search,42,6
Ternary Search,19,3
Ternary Search,28,7
Ternary Search,81,4
Ternary Search,95,7
Ternary Search,94,9
Ternary Search,85,7
Ternary Search,25,6
Ternary Search,52,8
Ternary Search,87,9
Ternary Search,43,5
Ternary Search,37,6
Ternary Search,41,3
Ternary Search,42,6
Ternary Search,49,5
Ternary Search,30,8
Ternary Search,51,6
Ternary Search,96,9
Ternary Search,72,6
Ternary Search,54,8
Ternary Search,27,5
Ternary Search,20,6
Ternary Search,12,5
Ternary Search,41,3
Ternary Search,55,9
Ternary Search,21,5
Ternary Search,44,6
Ternary Search,91,9
Ternary Search,3,6
Ternary Search,47,6
Ternary Search,73,7
Ternary Search,51,6
Ternary Search,47,6
Ternary Search,19,3
Ternary Search,71,3
Ternary Search,58,5
Ternary Search,28,7
Ternary Search,54,8
Ternary Search,52,8
Ternary Search,64,5
Ternary Search,17,6
Ternary Search,58,5
Ternary Search,96,9
Ternary Search,46,4
Ternary Search,1,4
Ternary Search,75,7
Ternary Search,69,8
Ternary Search,62,6
Ternary Search,11,2
Ternary Search,49,5
Ternary Search,44,6
Ternary Search,88,5
Ternary Search,67,8
Ternary Search,35,5
Ternary Search,97,8
Ternary Search,26,7
Ternary Search,82,7
Ternary Search,13,6
Ternary Search,74,5
Ternary Search,30,8
Ternary Search,46,4
Ternary Search,29,6
Ternary Search,68,7
Ternary Search,27,5
Ternary Search,9,6
Ternary Search,19,3
Ternary Search,8,5
Ternary Search,50,7
Ternary Search,47,6
Ternary Search,69,8
Ternary Search,79,8
Ternary Search,21,5
Ternary Search,50,7
Ternary Search,60,7
Ternary Search,26,7
Ternary Search,12,5
Ternary Search,83,6
Ternary Search,85,7
Ternary Search,26,7
Ternary Search,85,7
Ternary Search,21,5
Ternary Search,41,3
Ternary Search,58,5
Ternary Search,21,5
Ternary Search,42,6
Ternary Search,90,8
Ternary Search,42,6
Ternary Search,10,7
Ternary Search,13,6
Ternary Search,48,7
Ternary Search,25,6
Ternary Search,20,6
Ternary Search,19,3
Ternary Search,49,5
Ternary Search,51,6
Ternary Search,56,2
Ternary Search,77,8
Ternary Search,42,6
Ternary Search,70,9
Ternary Search,77,8
Ternary Search,100,11
Ternary Search,76,6
Ternary Search,36,4
Ternary Search,98,9
Ternary Search,12,5
Ternary Search,68,7
Ternary Search,48,7
Ternary Search,42,6
Ternary Search,59,6
Ternary Search,12,5
Ternary Search,95,7
Ternary Search,95,7
Ternary Search,29,6
Ternary Search,10,7
Ternary Search,33,9
Ternary Search,94,9
Ternary Search,22,6
Ternary Search,93,8
Ternary Search,69,8
Ternary Search,94,9
Ternary Search,5,5
Ternary Search,3,6
Ternary Search,26,7
Ternary Search,66,6
Ternary Search,85,7
Ternary Search,3,6
Ternary Search,74,5
Ternary Search,52,8
Ternary Search,15,6
Ternary Search,19,3
Ternary Search,71,3
Ternary Search,60,7
Ternary Search,37,6
Ternary Search,23,7
Ternary Search,1,4
Ternary Search,7,6
Ternary Search,99,10
Ternary Search,2,5
Ternary Search,18,7
Ternary Search,67,8
Ternary Search,95,7
Ternary Search,2,5
Ternary Search,15,6
Ternary Search,67,8
Ternary Search,94,9
Ternary Search,28,7
Ternary Search,60,7
Ternary Search,45,7
Ternary Search,77,8
Ternary Search,11,2
Ternary Search,100,11
Ternary Search,17,6
Ternary Search,37,6
Ternary Search,37,6
Ternary Search,3,6
Ternary Search,19,3
Ternary Search,95,7
Ternary Search,95,7
Ternary Search,49,5
Ternary Search,24,4
Ternary Search,86,8
Ternary Search,61,4
Ternary Search,10,7
Ternary Search,79,8
Ternary Search,79,8
Ternary Search,12,5
Ternary Search,66,6
Ternary Search,33,9
Ternary Search,7,6
Ternary Search,67,8
Ternary Search,55,9
Ternary Search,86,8
Ternary Search,24,4
Ternary Search,83,6
Ternary Search,19,3
Ternary Search,90,8
Ternary Search,66,6
Ternary Search,51,6
Ternary Search,1,4
Ternary Search,31,7
Ternary Search,37,6
Ternary Search,35,5
Ternary Search,46,4
Ternary Search,48,7
Ternary Search,40,7
Ternary Search,7,6
Ternary Search,49,5
Ternary Search,22,6
Ternary Search,31,7
Ternary Search,84,8
Ternary Search,13,6
Ternary Search,47,6
Ternary Search,25,6
Ternary Search,68,7
Ternary Search,63,7
Ternary Search,69,8
Ternary Search,84,8
Ternary Search,68,7
Ternary Search,4,3
Ternary Search,99,10
Ternary Search,62,6
Ternary Search,98,9
Ternary Search,40,7
Ternary Search,45,7
Ternary Search,83,6
Ternary Search,22,6
Ternary Search,38,5
Ternary Search,68,7
Ternary Search,19,3
Ternary Search,64,5
Ternary Search,75,7
Ternary Search,44,6
Ternary Search,70,9
Ternary Search,79,8
Ternary Search,20,6
Ternary Search,64,5
Ternary Search,49,5
Ternary Search,94,9
Ternary Search,50,7
Ternary Search,6,4
Ternary Search,21,5
Ternary Search,85,7
Ternary Search,77,8
Ternary Search,67,8
Ternary Search,50,7
Ternary Search,8,5
Ternary Search,7,6
Ternary Search,12,5
Ternary Search,41,3
Ternary Search,79,8
Ternary Search,28,7
Ternary Search,7,6
Ternary Search,90,8
Ternary Search,68,7
Ternary Search,32,8
Ternary Search,79,8
Ternary Search,99,10
Ternary Search,57,6
Ternary Search,53,7
Ternary Search,70,9
Ternary Search,91,9
Ternary Search,52,8
Ternary Search,47,6
Ternary Search,29,6
Ternary Search,96,9
Ternary Search,84,8
Ternary Search,45,7
Ternary Search,75,7
Ternary Search,61,4
Ternary Search,70,9
Ternary Search,97,8
Ternary Search,18,7
Ternary Search,49,5
Ternary Search,15,6
Ternary Search,30,8
Ternary Search,85,7
Ternary Search,79,8
Ternary Search,15,6
Ternary Search,25,6
Ternary Search,4,3
Ternary Search,80,9
Ternary Search,73,7
Ternary Search,97,8
Ternary Search,73,7
Ternary Search,33,9
Ternary Search,38,5
Ternary Search,44,6
Ternary Search,35,5
Ternary Search,27,5
Ternary Search,34,1
Ternary Search,73,7
Ternary Search,38,5
Ternary Search,47,6
Ternary Search,35,5
Ternary Search,12,5
Ternary Search,36,4
Ternary Search,94,9
Ternary Search,82,7
Ternary Search,27,5
Ternary Search,92,6
Ternary Search,19,3
Ternary Search,16,5
Ternary Search,41,3
Ternary Search,39,6
Ternary Search,54,8
Ternary Search,32,8
Ternary Search,67,8
Ternary Search,38,5
Ternary Search,58,5
Ternary Search,3,6
Ternary Search,9,6
Ternary Search,33,9
Ternary Search,43,5
Ternary Search,85,7
Ternary Search,25,6
Ternary Search,8,5
Ternary Search,23,7
Ternary Search,46,4
Ternary Search,20,6
Ternary Search,78,7
Ternary Search,33,9
Ternary Search,50,7
Ternary Search,13,6
Ternary Search,40,7
Ternary Search,15,6
Ternary Search,46,4
Golden Ratio,78,6
Golden Ratio,68,7
Golden Ratio,15,6
Golden Ratio,85,2
Golden Ratio,19,7
Golden Ratio,92,5
Golden Ratio,64,6
Golden Ratio,51,7
Golden Ratio,38,2
Golden Ratio,100,6
Golden Ratio,22,8
Golden Ratio,83,6
Golden Ratio,89,7
Golden Ratio,88,6
Golden Ratio,44,6
Golden Ratio,73,6
Golden Ratio,20,6
Golden Ratio,50,6
Golden Ratio,81,6
Golden Ratio,69,4
Golden Ratio,17,8
Golden Ratio,94,3
Golden Ratio,75,3
Golden Ratio,8,7
Golden Ratio,88,6
Golden Ratio,48,7
Golden Ratio,47,6
Golden Ratio,50,6
Golden Ratio,5,7
Golden Ratio,19,7
Golden Ratio,30,6
Golden Ratio,58,6
Golden Ratio,30,6
Golden Ratio,89,7
Golden Ratio,83,6
Golden Ratio,72,5
Golden Ratio,46,4
Golden Ratio,47,6
Golden Ratio,72,5
Golden Ratio,87,5
Golden Ratio,69,4
Golden Ratio,26,7
Golden Ratio,22,8
Golden Ratio,35,5
Golden Ratio,23,3
Golden Ratio,79,7
Golden Ratio,84,7
Golden Ratio,39,7
Golden Ratio,47,6
Golden Ratio,78,6
Golden Ratio,83,6
Golden Ratio,85,2
Golden Ratio,13,4
Golden Ratio,76,6
Golden Ratio,100,6
Golden Ratio,19,7
Golden Ratio,90,4
Golden Ratio,59,5
Golden Ratio,73,6
Golden Ratio,57,4
Golden Ratio,13,4
Golden Ratio,47,6
Golden Ratio,9,8
Golden Ratio,79,7
Golden Ratio,92,5
Golden Ratio,18,5
Golden Ratio,17,8
Golden Ratio,73,6
Golden Ratio,71,7
Golden Ratio,28,5
Golden Ratio,94,3
Golden Ratio,72,5
Golden Ratio,39,7
Golden Ratio,32,4
Golden Ratio,28,5
Golden Ratio,41,7
Golden Ratio,34,7
Golden Ratio,5,7
Golden Ratio,20,6
Golden Ratio,78,6
Golden Ratio,14,7
Golden Ratio,89,7
Golden Ratio,84,7
Golden Ratio,73,6
Golden Ratio,8,7
Golden Ratio,5,7
Golden Ratio,93,6
Golden Ratio,26,7
Golden Ratio,84,7
Golden Ratio,13,4
Golden Ratio,13,4
Golden Ratio,50,6
Golden Ratio,94,3
Golden Ratio,23,3
Golden Ratio,74,7
Golden Ratio,26,7
Golden Ratio,60,6
Golden Ratio,5,7
Golden Ratio,95,6
Golden Ratio,8,7
Golden Ratio,90,4
Golden Ratio,95,6
Golden Ratio,62,1
Golden Ratio,19,7
Golden Ratio,12,8
Golden Ratio,92,5
Golden Ratio,29,7
Golden Ratio,25,6
Golden Ratio,59,5
Golden Ratio,11,7
Golden Ratio,32,4
Golden Ratio,88,6
Golden Ratio,21,7
Golden Ratio,42,5
Golden Ratio,35,5
Golden Ratio,59,5
Golden Ratio,95,6
Golden Ratio,72,5
Golden Ratio,59,5
Golden Ratio,59,5
Golden Ratio,27,8
Golden Ratio,3,8
Golden Ratio,33,6
Golden Ratio,97,6
Golden Ratio,76,6
Golden Ratio,10,6
Golden Ratio,88,6
Golden Ratio,16,7
Golden Ratio,20,6
Golden Ratio,75,3
Golden Ratio,47,6
Golden Ratio,7,5
Golden Ratio,52,3
Golden Ratio,86,6
Golden Ratio,69,4
Golden Ratio,76,6
Golden Ratio,42,5
Golden Ratio,89,7
Golden Ratio,3,8
Golden Ratio,6,8
Golden Ratio,100,6
Golden Ratio,78,6
Golden Ratio,41,7
Golden Ratio,50,6
Golden Ratio,12,8
Golden Ratio,47,6
Golden Ratio,85,2
Golden Ratio,66,5
Golden Ratio,97,6
Golden Ratio,59,5
Golden Ratio,34,7
Golden Ratio,8,7
Golden Ratio,99,5
Golden Ratio,100,6
Golden Ratio,54,5
Golden Ratio,7,5
Golden Ratio,22,8
Golden Ratio,68,7
Golden Ratio,86,6
Golden Ratio,83,6
Golden Ratio,72,5
Golden Ratio,13,4
Golden Ratio,25,6
Golden Ratio,17,8
Golden Ratio,55,6
Golden Ratio,89,7
Golden Ratio,55,6
Golden Ratio,39,7
Golden Ratio,85,2
Golden Ratio,53,6
Golden Ratio,85,2
Golden Ratio,43,7
Golden Ratio,5,7
Golden Ratio,48,7
Golden Ratio,41,7
Golden Ratio,52,3
Golden Ratio,78,6
Golden Ratio,65,7
Golden Ratio,41,7
Golden Ratio,89,7
Golden Ratio,79,7
Golden Ratio,2,7
Golden Ratio,16,7
Golden Ratio,62,1
Golden Ratio,46,4
Golden Ratio,53,6
Golden Ratio,54,5
Golden Ratio,61,7
Golden Ratio,14,7
Golden Ratio,17,8
Golden Ratio,12,8
Golden Ratio,67,6
Golden Ratio,15,6
Golden Ratio,13,4
Golden Ratio,91,6
Golden Ratio,96,5
Golden Ratio,8,7
Golden Ratio,32,4
Golden Ratio,79,7
Golden Ratio,64,6
Golden Ratio,90,4
Golden Ratio,74,7
Golden Ratio,85,2
Golden Ratio,98,4
Golden Ratio,18,5
Golden Ratio,50,6
Golden Ratio,15,6
Golden Ratio,13,4
Golden Ratio,19,7
Golden Ratio,32,4
Golden Ratio,40,6
Golden Ratio,50,6
Golden Ratio,33,6
Golden Ratio,15,6
Golden Ratio,19,7
Golden Ratio,16,7
Golden Ratio,39,7
Golden Ratio,66,5
Golden Ratio,98,4
Golden Ratio,73,6
Golden Ratio,28,5
Golden Ratio,15,6
Golden Ratio,32,4
Golden Ratio,22,8
Golden Ratio,75,3
Golden Ratio,64,6
Golden Ratio,3,8
Golden Ratio,95,6
Golden Ratio,23,3
Golden Ratio,96,5
Golden Ratio,46,4
Golden Ratio,42,5
Golden Ratio,15,6
Golden Ratio,12,8
Golden Ratio,49,5
Golden Ratio,6,8
Golden Ratio,20,6
Golden Ratio,85,2
Golden Ratio,48,7
Golden Ratio,21,7
Golden Ratio,73,6
Golden Ratio,33,6
Golden Ratio,89,7
Golden Ratio,57,4
Golden Ratio,40,6
Golden Ratio,26,7
Golden Ratio,42,5
Golden Ratio,39,7
Golden Ratio,3,8
Golden Ratio,1,8
Golden Ratio,26,7
Golden Ratio,66,5
Golden Ratio,44,6
Golden Ratio,72,5
Golden Ratio,34,7
Golden Ratio,39,7
Golden Ratio,25,6
Golden Ratio,1,8
Golden Ratio,29,7
Golden Ratio,42,5
Golden Ratio,46,4
Golden Ratio,48,7
Golden Ratio,81,6
Golden Ratio,70,6
Golden Ratio,84,7
Golden Ratio,30,6
Golden Ratio,33,6
Golden Ratio,27,8
Golden Ratio,42,5
Golden Ratio,32,4
Golden Ratio,50,6
Golden Ratio,8,7
Golden Ratio,70,6
Golden Ratio,93,6
Golden Ratio,79,7
Golden Ratio,97,6
Golden Ratio,67,6
Golden Ratio,61,7
Golden Ratio,99,5
Golden Ratio,49,5
Golden Ratio,94,3
Golden Ratio,93,6
Golden Ratio,48,7
Golden Ratio,49,5
Golden Ratio,94,3
Golden Ratio,43,7
Golden Ratio,3,8
Golden Ratio,78,6
Golden Ratio,84,7
Golden Ratio,18,5
Golden Ratio,42,5
Golden Ratio,28,5
Golden Ratio,9,8
Golden Ratio,94,3
Golden Ratio,27,8
Golden Ratio,53,6
Golden Ratio,9,8
Golden Ratio,5,7
Golden Ratio,93,6
Golden Ratio,63,7
Golden Ratio,81,6
Golden Ratio,25,6
Golden Ratio,88,6
Golden Ratio,13,4
Golden Ratio,45,7
Golden Ratio,5,7
Golden Ratio,71,7
Golden Ratio,97,6
Golden Ratio,38,2
Golden Ratio,96,5
Golden Ratio,1,8
Golden Ratio,63,7
Golden Ratio,6,8
Golden Ratio,53,6
Golden Ratio,50,6
Golden Ratio,98,4
Golden Ratio,61,7
Golden Ratio,62,1
Golden Ratio,100,6
Golden Ratio,66,5
Golden Ratio,51,7
Golden Ratio,55,6
Golden Ratio,84,7
Golden Ratio,43,7
Golden Ratio,50,6
Golden Ratio,75,3
Golden Ratio,91,6
Golden Ratio,64,6
Golden Ratio,46,4
Golden Ratio,49,5
Golden Ratio,23,3
Golden Ratio,100,6
Golden Ratio,96,5
Golden Ratio,75,3
Golden Ratio,85,2
Golden Ratio,77,5
Golden Ratio,73,6
Golden Ratio,76,6
Golden Ratio,5,7
Golden Ratio,38,2
Golden Ratio,11,7
Golden Ratio,19,7
Golden Ratio,27,8
Golden Ratio,42,5
Golden Ratio,5,7
Golden Ratio,57,4
Golden Ratio,43,7
Golden Ratio,49,5
Golden Ratio,78,6
Golden Ratio,38,2
Golden Ratio,69,4
Golden Ratio,87,5
Golden Ratio,63,7
Golden Ratio,11,7
Golden Ratio,37,7
Golden Ratio,19,7
Golden Ratio,19,7
Golden Ratio,56,7
Golden Ratio,77,5
Golden Ratio,41,7
Golden Ratio,33,6
Golden Ratio,74,7
Golden Ratio,57,4
Golden Ratio,15,6
Golden Ratio,81,6
Golden Ratio,91,6
Golden Ratio,23,3
Golden Ratio,14,7
Golden Ratio,49,5
Golden Ratio,21,7
Golden Ratio,93,6
Golden Ratio,93,6
Golden Ratio,91,6
Golden Ratio,76,6
Golden Ratio,85,2
Golden Ratio,67,6
Golden Ratio,58,6
Golden Ratio,31,7
Golden Ratio,11,7
Golden Ratio,6,8
Golden Ratio,100,6
Golden Ratio,84,7
Golden Ratio,58,6
Golden Ratio,81,6
Golden Ratio,84,7
Golden Ratio,37,7
Golden Ratio,5,7
Golden Ratio,9,8
Golden Ratio,51,7
Golden Ratio,8,7
Golden Ratio,43,7
Golden Ratio,94,3
Golden Ratio,27,8
Golden Ratio,68,7
Golden Ratio,84,7
Golden Ratio,60,6
Golden Ratio,3,8
Golden Ratio,27,8
Golden Ratio,62,1
Golden Ratio,47,6
Golden Ratio,46,4
Golden Ratio,3,8
Golden Ratio,85,2
Golden Ratio,44,6
Golden Ratio,6,8
Golden Ratio,18,5
Golden Ratio,28,5
Golden Ratio,7,5
Golden Ratio,82,5
Golden Ratio,99,5
Golden Ratio,24,7
Golden Ratio,63,7
Golden Ratio,1,8
Golden Ratio,64,6
Golden Ratio,80,4
Golden Ratio,38,2
Golden Ratio,81,6
Golden Ratio,27,8
Golden Ratio,9,8
Golden Ratio,93,6
Golden Ratio,14,7
Golden Ratio,20,6
Golden Ratio,35,5
Golden Ratio,86,6
Golden Ratio,68,7
Golden Ratio,72,5
Golden Ratio,100,6
Golden Ratio,49,5
Golden Ratio,29,7
Golden Ratio,5,7
Golden Ratio,51,7
Golden Ratio,50,6
Golden Ratio,34,7
Golden Ratio,59,5
Golden Ratio,62,1
Golden Ratio,60,6
Golden Ratio,37,7
Golden Ratio,48,7
Golden Ratio,70,6
Golden Ratio,58,6
Golden Ratio,50,6
Golden Ratio,87,5
Golden Ratio,87,5
Golden Ratio,53,6
Golden Ratio,31,7
Golden Ratio,92,5
Golden Ratio,54,5
Golden Ratio,29,7
Golden Ratio,40,6
Golden Ratio,97,6
Golden Ratio,27,8
Golden Ratio,32,4
Golden Ratio,45,7
Golden Ratio,38,2
Golden Ratio,25,6
Golden Ratio,57,4
Golden Ratio,74,7
Golden Ratio,59,5
Golden Ratio,60,6
Golden Ratio,79,7
Golden Ratio,28,5
Golden Ratio,13,4
Golden Ratio,52,3
Golden Ratio,42,5
Golden Ratio,55,6
Golden Ratio,55,6
Golden Ratio,75,3
Golden Ratio,5,7
Golden Ratio,66,5
Golden Ratio,33,6
Golden Ratio,57,4
Golden Ratio,33,6
Golden Ratio,66,5
Golden Ratio,13,4
Golden Ratio,86,6
Golden Ratio,78,6
Golden Ratio,22,8
Golden Ratio,33,6
Golden Ratio,24,7
Golden Ratio,78,6
Golden Ratio,81,6
Golden Ratio,39,7
Golden Ratio,38,2
Golden Ratio,56,7
Golden Ratio,97,6
Golden Ratio,86,6
Golden Ratio,92,5
Golden Ratio,48,7
Golden Ratio,47,6
Golden Ratio,4,6
Golden Ratio,3,8
Golden Ratio,21,7
Golden Ratio,92,5
Golden Ratio,93,6
Golden Ratio,15,6
Golden Ratio,41,7
Golden Ratio,98,4
Golden Ratio,72,5
Golden Ratio,6,8
Golden Ratio,59,5
Golden Ratio,14,7
Golden Ratio,51,7
Golden Ratio,61,7
Golden Ratio,100,6
Golden Ratio,99,5
Golden Ratio,97,6
Golden Ratio,8,7
Golden Ratio,54,5
Golden Ratio,6,8
Golden Ratio,37,7
Golden Ratio,1,8
Golden Ratio,75,3
Golden Ratio,85,2
Golden Ratio,45,7
Golden Ratio,9,8
Golden Ratio,56,7
Golden Ratio,89,7
Golden Ratio,40,6
Golden Ratio,3,8
Golden Ratio,73,6
Golden Ratio,80,4
Golden Ratio,62,1
Golden Ratio,29,7
Golden Ratio,43,7
Golden Ratio,79,7
Golden Ratio,53,6
Golden Ratio,69,4
Golden Ratio,74,7
Golden Ratio,87,5
Golden Ratio,94,3
Golden Ratio,2,7
Golden Ratio,9,8
Golden Ratio,43,7
Golden Ratio,89,7
Golden Ratio,91,6
Golden Ratio,49,5
Golden Ratio,16,7
Golden Ratio,59,5
Golden Ratio,51,7
Golden Ratio,26,7
Golden Ratio,63,7
Golden Ratio,85,2
Golden Ratio,100,6
Golden Ratio,86,6
Golden Ratio,33,6
Golden Ratio,18,5
Golden Ratio,28,5
Golden Ratio,12,8
Golden Ratio,38,2
Golden Ratio,48,7
Golden Ratio,67,6
Golden Ratio,5,7
Golden Ratio,24,7
Golden Ratio,35,5
Golden Ratio,54,5
Golden Ratio,24,7
Golden Ratio,100,6
Golden Ratio,10,6
Golden Ratio,32,4
Golden Ratio,7,5
Golden Ratio,71,7
Golden Ratio,8,7
Golden Ratio,62,1
Golden Ratio,81,6
Golden Ratio,53,6
Golden Ratio,38,2
Golden Ratio,22,8
Golden Ratio,9,8
Golden Ratio,45,7
Golden Ratio,83,6
Golden Ratio,95,6
Golden Ratio,95,6
Golden Ratio,79,7
Golden Ratio,67,6
Golden Ratio,21,7
Golden Ratio,2,7
Golden Ratio,67,6
Golden Ratio,45,7
Golden Ratio,16,7
Golden Ratio,50,6
Golden Ratio,29,7
Golden Ratio,23,3
Golden Ratio,65,7
Golden Ratio,88,6
Golden Ratio,58,6
Golden Ratio,71,7
Golden Ratio,3,8
Golden Ratio,47,6
Golden Ratio,64,6
Golden Ratio,93,6
Golden Ratio,57,4
Golden Ratio,44,6
Golden Ratio,11,7
Golden Ratio,44,6
Golden Ratio,57,4
Golden Ratio,37,7
Golden Ratio,61,7
Golden Ratio,65,7
Golden Ratio,26,7
Golden Ratio,90,4
Golden Ratio,87,5
Golden Ratio,15,6
Golden Ratio,93,6
Golden Ratio,20,6
Golden Ratio,67,6
Golden Ratio,52,3
Golden Ratio,73,6
Golden Ratio,44,6
Golden Ratio,44,6
